BioSample_s	Experiment_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	cell_type_s	source_name_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s
SAMN05946324	SRX2271910	35	23	SRR4455436	SRS1763012	GSM2361764	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946323	SRX2271911	48	32	SRR4455437	SRS1763014	GSM2361765	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946322	SRX2271912	60	41	SRR4455438	SRS1763015	GSM2361766	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946321	SRX2271913	55	37	SRR4455439	SRS1763017	GSM2361767	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946320	SRX2271914	66	45	SRR4455440	SRS1763016	GSM2361768	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946319	SRX2271915	68	46	SRR4455441	SRS1763018	GSM2361769	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946318	SRX2271916	45	31	SRR4455442	SRS1763019	GSM2361770	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946317	SRX2271917	48	33	SRR4455443	SRS1763020	GSM2361771	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946316	SRX2271918	56	38	SRR4455444	SRS1763021	GSM2361772	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946315	SRX2271919	24	16	SRR4455445	SRS1763022	GSM2361773	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946314	SRX2271920	36	25	SRR4455446	SRS1763023	GSM2361774	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946313	SRX2271921	86	58	SRR4455447	SRS1763024	GSM2361775	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946312	SRX2271922	36	24	SRR4455448	SRS1763025	GSM2361776	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946311	SRX2271923	57	38	SRR4455449	SRS1763026	GSM2361777	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946310	SRX2271924	53	36	SRR4455450	SRS1763027	GSM2361778	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946309	SRX2271925	72	49	SRR4455451	SRS1763028	GSM2361779	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946308	SRX2271926	42	28	SRR4455452	SRS1763029	GSM2361780	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946307	SRX2271927	21	15	SRR4455453	SRS1763030	GSM2361781	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946306	SRX2271928	25	17	SRR4455454	SRS1763031	GSM2361782	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946305	SRX2271929	9	6	SRR4455455	SRS1763032	GSM2361783	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946304	SRX2271930	49	33	SRR4455456	SRS1763034	GSM2361784	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946303	SRX2271931	24	17	SRR4455457	SRS1763033	GSM2361785	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946302	SRX2271932	47	31	SRR4455458	SRS1763035	GSM2361786	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946301	SRX2271933	10	6	SRR4455459	SRS1763036	GSM2361787	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946301	SRX2271933	10	6	SRR4455460	SRS1763036	GSM2361787	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946300	SRX2271934	6	4	SRR4455461	SRS1763037	GSM2361788	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946300	SRX2271934	6	4	SRR4455462	SRS1763037	GSM2361788	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946299	SRX2271935	5	3	SRR4455463	SRS1763038	GSM2361789	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946299	SRX2271935	5	3	SRR4455464	SRS1763038	GSM2361789	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946298	SRX2271936	6	4	SRR4455465	SRS1763039	GSM2361790	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946298	SRX2271936	6	4	SRR4455466	SRS1763039	GSM2361790	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946297	SRX2271937	5	3	SRR4455467	SRS1763041	GSM2361791	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946297	SRX2271937	5	3	SRR4455468	SRS1763041	GSM2361791	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946296	SRX2271938	3	2	SRR4455469	SRS1763042	GSM2361792	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946296	SRX2271938	3	2	SRR4455470	SRS1763042	GSM2361792	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946295	SRX2271939	11	7	SRR4455471	SRS1763040	GSM2361793	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946295	SRX2271939	11	7	SRR4455472	SRS1763040	GSM2361793	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946294	SRX2271940	15	9	SRR4455473	SRS1763043	GSM2361794	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946294	SRX2271940	15	9	SRR4455474	SRS1763043	GSM2361794	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946293	SRX2271941	22	14	SRR4455475	SRS1763044	GSM2361795	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946293	SRX2271941	22	14	SRR4455476	SRS1763044	GSM2361795	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946292	SRX2271942	4	2	SRR4455477	SRS1763045	GSM2361796	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946292	SRX2271942	4	2	SRR4455478	SRS1763045	GSM2361796	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946291	SRX2271943	7	4	SRR4455479	SRS1763046	GSM2361797	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946291	SRX2271943	7	4	SRR4455480	SRS1763046	GSM2361797	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946290	SRX2271944	12	8	SRR4455481	SRS1763047	GSM2361798	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946290	SRX2271944	12	8	SRR4455482	SRS1763047	GSM2361798	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946289	SRX2271945	7	4	SRR4455483	SRS1763049	GSM2361799	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946289	SRX2271945	7	4	SRR4455484	SRS1763049	GSM2361799	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946288	SRX2271946	7	4	SRR4455485	SRS1763048	GSM2361800	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946288	SRX2271946	7	4	SRR4455486	SRS1763048	GSM2361800	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946702	SRX2271947	0	0	SRR4455487	SRS1763051	GSM2361801	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946702	SRX2271947	0	0	SRR4455488	SRS1763051	GSM2361801	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946287	SRX2271948	15	9	SRR4455489	SRS1763050	GSM2361802	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946287	SRX2271948	16	9	SRR4455490	SRS1763050	GSM2361802	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946701	SRX2271949	14	9	SRR4455491	SRS1763053	GSM2361803	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946701	SRX2271949	14	9	SRR4455492	SRS1763053	GSM2361803	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946700	SRX2271950	18	11	SRR4455493	SRS1763052	GSM2361804	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946700	SRX2271950	18	11	SRR4455494	SRS1763052	GSM2361804	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946699	SRX2271951	15	9	SRR4455495	SRS1763055	GSM2361805	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946699	SRX2271951	15	9	SRR4455496	SRS1763055	GSM2361805	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946698	SRX2271952	5	4	SRR4455497	SRS1763054	GSM2361806	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946698	SRX2271952	5	4	SRR4455498	SRS1763054	GSM2361806	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946697	SRX2271953	1	1	SRR4455499	SRS1763056	GSM2361807	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946697	SRX2271953	1	1	SRR4455500	SRS1763056	GSM2361807	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946696	SRX2271954	8	5	SRR4455501	SRS1763058	GSM2361808	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946696	SRX2271954	8	5	SRR4455502	SRS1763058	GSM2361808	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946695	SRX2271955	2	2	SRR4455503	SRS1763057	GSM2361809	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946695	SRX2271955	3	2	SRR4455504	SRS1763057	GSM2361809	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946694	SRX2271956	7	5	SRR4455505	SRS1763059	GSM2361810	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946694	SRX2271956	7	4	SRR4455506	SRS1763059	GSM2361810	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946693	SRX2271957	8	5	SRR4455507	SRS1763060	GSM2361811	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946693	SRX2271957	8	5	SRR4455508	SRS1763060	GSM2361811	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946692	SRX2271958	10	6	SRR4455509	SRS1763063	GSM2361812	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946692	SRX2271958	10	6	SRR4455510	SRS1763063	GSM2361812	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946691	SRX2271959	10	6	SRR4455511	SRS1763062	GSM2361813	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946691	SRX2271959	10	6	SRR4455512	SRS1763062	GSM2361813	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946690	SRX2271960	7	4	SRR4455513	SRS1763061	GSM2361814	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946690	SRX2271960	7	4	SRR4455514	SRS1763061	GSM2361814	cord blood pre-conventional dendritic cells (cDCs)	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946689	SRX2271961	5	3	SRR4455515	SRS1763064	GSM2361815	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
SAMN05946689	SRX2271961	5	3	SRR4455516	SRS1763064	GSM2361815	CB pre-cDC	Cord Blood pre-cDCs	RNA-Seq	50	PRJNA350790	GEO	public	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	2016-10-27	Homo sapiens	ILLUMINA	2016-11-15	SRP092166
