BioSample_s	Experiment_s	Instrument_s	MBases_l	MBytes_l	Run_s	SRA_Sample_s	Sample_Name_s	age_s	curated_cell_type_s	health_s	Assay_Type_s	AvgSpotLen_l	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	LoadDate_s	Organism_s	Platform_s	ReleaseDate_s	SRA_Study_s	source_name_s	tissue_s
SAMN05217480	SRX1832176	Illumina HiSeq 2500	105	58	SRR3650081	SRS1493254	GSM2194326	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217480	SRX1832176	Illumina HiSeq 2500	129	45	SRR3650082	SRS1493254	GSM2194326	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217481	SRX1832177	Illumina HiSeq 2500	117	65	SRR3650083	SRS1493255	GSM2194327	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217481	SRX1832177	Illumina HiSeq 2500	119	56	SRR3650084	SRS1493255	GSM2194327	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217482	SRX1832178	Illumina HiSeq 2500	102	57	SRR3650085	SRS1493256	GSM2194328	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217482	SRX1832178	Illumina HiSeq 2500	112	52	SRR3650086	SRS1493256	GSM2194328	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217483	SRX1832179	Illumina HiSeq 2500	118	66	SRR3650087	SRS1493257	GSM2194329	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217483	SRX1832179	Illumina HiSeq 2500	148	52	SRR3650088	SRS1493257	GSM2194329	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217477	SRX1832180	Illumina HiSeq 2500	118	65	SRR3650089	SRS1493258	GSM2194330	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217477	SRX1832180	Illumina HiSeq 2500	144	53	SRR3650090	SRS1493258	GSM2194330	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217478	SRX1832181	Illumina HiSeq 2500	115	64	SRR3650091	SRS1493259	GSM2194331	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217478	SRX1832181	Illumina HiSeq 2500	140	49	SRR3650092	SRS1493259	GSM2194331	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217484	SRX1832182	Illumina HiSeq 2500	90	50	SRR3650093	SRS1493260	GSM2194332	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217484	SRX1832182	Illumina HiSeq 2500	111	40	SRR3650094	SRS1493260	GSM2194332	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217485	SRX1832183	Illumina HiSeq 2500	61	34	SRR3650095	SRS1493261	GSM2194333	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217485	SRX1832183	Illumina HiSeq 2500	76	28	SRR3650096	SRS1493261	GSM2194333	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217486	SRX1832184	Illumina HiSeq 2500	78	43	SRR3650097	SRS1493262	GSM2194334	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217486	SRX1832184	Illumina HiSeq 2500	97	35	SRR3650098	SRS1493262	GSM2194334	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217487	SRX1832185	Illumina HiSeq 2500	88	49	SRR3650099	SRS1493263	GSM2194335	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217487	SRX1832185	Illumina HiSeq 2500	98	41	SRR3650100	SRS1493263	GSM2194335	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217327	SRX1832186	Illumina HiSeq 2500	99	55	SRR3650101	SRS1493264	GSM2194336	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217327	SRX1832186	Illumina HiSeq 2500	124	44	SRR3650102	SRS1493264	GSM2194336	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217328	SRX1832187	Illumina HiSeq 2500	133	73	SRR3650103	SRS1493265	GSM2194337	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217328	SRX1832187	Illumina HiSeq 2500	166	58	SRR3650104	SRS1493265	GSM2194337	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217329	SRX1832188	Illumina HiSeq 2500	113	63	SRR3650105	SRS1493266	GSM2194338	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217329	SRX1832188	Illumina HiSeq 2500	141	49	SRR3650106	SRS1493266	GSM2194338	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217330	SRX1832189	Illumina HiSeq 2500	106	59	SRR3650107	SRS1493267	GSM2194339	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217330	SRX1832189	Illumina HiSeq 2500	130	46	SRR3650108	SRS1493267	GSM2194339	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217331	SRX1832190	Illumina HiSeq 2500	77	43	SRR3650109	SRS1493270	GSM2194340	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217331	SRX1832190	Illumina HiSeq 2500	97	34	SRR3650110	SRS1493270	GSM2194340	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217332	SRX1832191	Illumina HiSeq 2500	110	61	SRR3650111	SRS1493268	GSM2194341	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217332	SRX1832191	Illumina HiSeq 2500	138	48	SRR3650112	SRS1493268	GSM2194341	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217333	SRX1832192	Illumina HiSeq 2500	89	49	SRR3650113	SRS1493269	GSM2194342	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217333	SRX1832192	Illumina HiSeq 2500	112	39	SRR3650114	SRS1493269	GSM2194342	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217334	SRX1832193	Illumina HiSeq 2500	159	88	SRR3650115	SRS1493271	GSM2194343	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217334	SRX1832193	Illumina HiSeq 2500	194	68	SRR3650116	SRS1493271	GSM2194343	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217335	SRX1832194	Illumina HiSeq 2500	106	60	SRR3650117	SRS1493272	GSM2194344	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217335	SRX1832194	Illumina HiSeq 2500	110	52	SRR3650118	SRS1493272	GSM2194344	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217336	SRX1832195	Illumina HiSeq 2500	111	61	SRR3650119	SRS1493273	GSM2194345	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217336	SRX1832195	Illumina HiSeq 2500	134	47	SRR3650120	SRS1493273	GSM2194345	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217337	SRX1832196	Illumina HiSeq 2500	106	58	SRR3650121	SRS1493274	GSM2194346	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217337	SRX1832196	Illumina HiSeq 2500	130	45	SRR3650122	SRS1493274	GSM2194346	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217338	SRX1832197	Illumina HiSeq 2500	105	58	SRR3650123	SRS1493275	GSM2194347	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217338	SRX1832197	Illumina HiSeq 2500	126	44	SRR3650124	SRS1493275	GSM2194347	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217339	SRX1832198	Illumina HiSeq 2500	48	26	SRR3650125	SRS1493276	GSM2194348	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217339	SRX1832198	Illumina HiSeq 2500	56	20	SRR3650126	SRS1493276	GSM2194348	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217340	SRX1832199	Illumina HiSeq 2500	106	59	SRR3650127	SRS1493277	GSM2194349	adult	acinar	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217340	SRX1832199	Illumina HiSeq 2500	130	45	SRR3650128	SRS1493277	GSM2194349	adult	acinar	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217341	SRX1832200	Illumina HiSeq 2500	97	54	SRR3650129	SRS1493278	GSM2194350	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217341	SRX1832200	Illumina HiSeq 2500	90	44	SRR3650130	SRS1493278	GSM2194350	adult	delta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217342	SRX1832201	Illumina HiSeq 2500	105	58	SRR3650131	SRS1493279	GSM2194351	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217342	SRX1832201	Illumina HiSeq 2500	126	44	SRR3650132	SRS1493279	GSM2194351	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217343	SRX1832202	Illumina HiSeq 2500	128	71	SRR3650133	SRS1493281	GSM2194352	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217343	SRX1832202	Illumina HiSeq 2500	160	56	SRR3650134	SRS1493281	GSM2194352	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217344	SRX1832203	Illumina HiSeq 2500	104	58	SRR3650135	SRS1493280	GSM2194353	adult	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217344	SRX1832203	Illumina HiSeq 2500	126	45	SRR3650136	SRS1493280	GSM2194353	adult	duct	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217347	SRX1832204	Illumina HiSeq 2500	111	62	SRR3650137	SRS1493282	GSM2194354	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217347	SRX1832204	Illumina HiSeq 2500	132	46	SRR3650138	SRS1493282	GSM2194354	adult	pp	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217348	SRX1832205	Illumina HiSeq 2500	116	64	SRR3650139	SRS1493283	GSM2194355	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217348	SRX1832205	Illumina HiSeq 2500	142	49	SRR3650140	SRS1493283	GSM2194355	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217349	SRX1832206	Illumina HiSeq 2500	102	57	SRR3650141	SRS1493284	GSM2194356	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217349	SRX1832206	Illumina HiSeq 2500	127	45	SRR3650142	SRS1493284	GSM2194356	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217350	SRX1832207	Illumina HiSeq 2500	123	68	SRR3650143	SRS1493285	GSM2194357	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217350	SRX1832207	Illumina HiSeq 2500	152	53	SRR3650144	SRS1493285	GSM2194357	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217351	SRX1832208	Illumina HiSeq 2500	154	85	SRR3650145	SRS1493286	GSM2194358	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217351	SRX1832208	Illumina HiSeq 2500	189	66	SRR3650146	SRS1493286	GSM2194358	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217352	SRX1832209	Illumina HiSeq 2500	141	77	SRR3650147	SRS1493287	GSM2194359	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217352	SRX1832209	Illumina HiSeq 2500	173	62	SRR3650148	SRS1493287	GSM2194359	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217345	SRX1832210	Illumina HiSeq 2500	114	63	SRR3650149	SRS1493288	GSM2194360	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217345	SRX1832210	Illumina HiSeq 2500	140	49	SRR3650150	SRS1493288	GSM2194360	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217346	SRX1832211	Illumina HiSeq 2500	148	82	SRR3650151	SRS1493289	GSM2194361	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217346	SRX1832211	Illumina HiSeq 2500	187	65	SRR3650152	SRS1493289	GSM2194361	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217353	SRX1832212	Illumina HiSeq 2500	94	52	SRR3650153	SRS1493290	GSM2194362	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217353	SRX1832212	Illumina HiSeq 2500	117	41	SRR3650154	SRS1493290	GSM2194362	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217354	SRX1832213	Illumina HiSeq 2500	81	45	SRR3650155	SRS1493291	GSM2194363	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217354	SRX1832213	Illumina HiSeq 2500	100	35	SRR3650156	SRS1493291	GSM2194363	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217355	SRX1832214	Illumina HiSeq 2500	97	53	SRR3650157	SRS1493292	GSM2194364	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217355	SRX1832214	Illumina HiSeq 2500	120	42	SRR3650158	SRS1493292	GSM2194364	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217356	SRX1832215	Illumina HiSeq 2500	111	62	SRR3650159	SRS1493293	GSM2194365	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217356	SRX1832215	Illumina HiSeq 2500	114	54	SRR3650160	SRS1493293	GSM2194365	adult	dropped	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217297	SRX1832216	Illumina HiSeq 2500	98	54	SRR3650161	SRS1493294	GSM2194366	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217297	SRX1832216	Illumina HiSeq 2500	110	49	SRR3650162	SRS1493294	GSM2194366	adult	alpha	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217298	SRX1832217	Illumina HiSeq 2500	126	70	SRR3650163	SRS1493295	GSM2194367	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217298	SRX1832217	Illumina HiSeq 2500	157	55	SRR3650164	SRS1493295	GSM2194367	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
SAMN05217299	SRX1832218	Illumina HiSeq 2500	124	69	SRR3650165	SRS1493296	GSM2194368	adult	beta	control	RNA-Seq	100	PRJNA325005	GEO	public	0	SINGLE	cDNA	TRANSCRIPTOMIC	2016-06-08	Homo sapiens	ILLUMINA	2016-07-05	SRP076307	pancreas	pancreatic islets
